它	it
制服	to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status; uniform (army, party, school etc); livery (for company employees); CL:套[tao4]
性	nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence; CL:個|个[ge4]
号	ordinal number; day of a month; mark; sign; business establishment; size; ship suffix; horn (wind instrument); bugle call; assumed name; to take a pulse; classifier used to indicate number of people
陪跑	v. Accompany+run. To be nominated for an award that one is not to win. This Internet slang term often describes an actor or singer who never wins an award that he or she is constantly nominated for.
囧瑟夫	n. Awkward+[Jo]seph. This Internet slang term is an affectionate nickname for Joseph Leonard Gordon-Levitt, because his facial features look like the Chinese Internet slang term 囧 [jiǒng] “awkward.”
然並卵	Expression. Short for 然而並沒有什麽卵用 [rán ér bìng méi yǒu shén me luǎn yòng] “But it is useless” or “But it doesn’t make any difference.” This expression is used to express one’s frustration or contempt.
粗線	v. Bold+line. To appear, to show up. This Internet slang term and 出現 [chū xiàn] “come up, show up” are homophones. This term is a humorous way of saying “to appear” with a Taiwanese Mandarin accent.
自戳雙目	<Expression> To poke one’s own eyes. To blind oneself (because you can’t bear seeing something) . This expression is often used to comment on artworks that are visually appalling or extremely shoddy.
落	to fall or drop; (of the sun) to set; (of a tide) to go out; to lower; to decline or sink; to lag or fall behind; to fall onto; to rest with; to get or receive; to write down; whereabouts; settlement
勞模姐	n. Model worker+ sister. Sister model worker. This Internet slang term is an affectionate nickname for Jessica Chastain to show the fans’ admiration for her productivity and the quality of her works.
弹	to pluck (a string); to play (a string instrument); to spring or leap; to shoot (e.g. with a catapult); (of cotton) to fluff or tease; to flick; to flip; to accuse; to impeach; elastic (of materials)
则	(literary) (conjunction used to express contrast with a previous clause) but; then; (bound form) standard; norm; (bound form) principle; (literary) to imitate; to follow; classifier for written items
配合	matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine
轨道	track (for trains etc); orbit (of a satellite); (fig.) a person's established path in life; desired trajectory (of a business or other endeavor); (audio engineering) track; (quantum mechanics) orbital
水逆	(astrology) Mercury retrograde (abbr. for 水星逆行[shui3 xing1 ni4 xing2]); (coll.) to have a period of bad luck; (TCM) water retention in the abdomen causing the vomiting of liquids as soon as one drinks
宰	to slaughter; to butcher; to kill (animals etc); (coll.) to fleece; to rip off; to overcharge; (bound form) to govern; to rule; (bound form) (a title for certain government officials in ancient China)
瑪麗蘇	n. [Fan fiction terminology] Mary Sue, an idealized character. The male equivalent is Gary Stu or Marty Stu. A a poorly developed female character, too perfect and lacking in realism to be interesting.
一	one; single; a (article); as soon as; entire; whole; all; throughout; "one" radical in Chinese characters (Kangxi radical 1); also pr. [yao1] for greater clarity when spelling out numbers digit by digit
處女臉	n. Virgin+face. Virgin face. This Internet slang term refers to the appearance of the typical female lead in Chinese TV dramas which favor innocent young female characters with little dating experience.
總攻本攻	n. Attack all around+oneself. This Internet slang term has the same meaning as 總攻 [zǒng gōng]. It is often used to emphasize the leadership role in a group or a romantic relationship that one possesses.
咆哮体	n. Roaring style. This Internet slang term refers to an Internet writing style which is replete with exclamation marks and expressions like 有木有 [yǒu mù yǒu] “Correct?” to strongly express one’s thought.
補檔	v. Repair+document. To re-upload a shared file to the Internet after a previously created link expired. This Internet slang term is often used in the context of sharing movies or videos on the Internet.
顏控	n. Face+freak. A person who is obsessed with good-looking people and believes that beauty can give one a head start in life. They might have a conscious or unconscious bias against plain-looking people.
前方高能	(slang) Something awesome is about to happen! (originally, in a Japanese space battleship anime, it meant "Danger! High energy up ahead!" — a warning to either prepare for battle or take evasive action)
里	li, ancient measure of length, approx. 500 m; neighborhood; ancient administrative unit of 25 families; (Tw) borough, administrative unit between the township 鎮|镇[zhen4] and neighborhood 鄰|邻[lin2] levels
于	(of time or place) in; at; on; (indicating any indirect relation) to; toward; vis-à-vis; with regard to; for; (indicating a source) from; out of; (used in comparison) than; (used in the passive voice) by
現充	adj./n. Reality+fulfilling. This Internet slang term comes from the Japanese Internet slang term “リア充” and refers to people who live a fulfilling life without ACG (Anime, Comic and Games) or the Internet.
城會玩	City+can+play. This Internet slang term is short for “urban residents know how to have fun”. You use it when you are amused by people’s attempt to entertain themselves. Sometimes it is used sarcastically.
总	general; overall; to sum up; in every case; always; invariably; anyway; after all; eventually; sooner or later; surely; (after a person's name) abbr. for 總經理|总经理[zong3 jing1 li3] or 總編|总编[zong3 bian1] etc
滾床單	v. roll+bed sheets. Originating from a sexist belief in Northeast China that having a little boy roll on a wedding bed will help the couple conceive sons, this Internet slang term now refers to having sex.
重叠	to overlap; to superimpose; to telescope; to run together; to duplicate; one over another; superposition; an overlap; redundancy; reduplication (in Chinese grammar, e.g. 散散步[san4 san4 bu4] to have a stroll)
喪文化	n. The subculture of vegetating. This Internet slang term refers to a collection of beliefs and behaviors that enable the working-class youth in China to express their pessimism about life and their future.
泡	bubble; foam; blister; to soak; to steep; to infuse; to dawdle; to loiter; to pick up (a girl); to get off with (a sexual partner); classifier for occurrences of an action; classifier for number of infusions
帅	(bound form) commander-in-chief; (bound form) to lead; to command; handsome; graceful; dashing; elegant; (coll.) cool!; sweet!; (Chinese chess) general (on the red side, equivalent to a king in Western chess)
